binchicken_dir	coassembly	assembler	walltime	cpu_time	mean_load	max_rss	max_vms	samples	length	total_targets	total_size	recover_samples
results/aviary/genus_3sample/20231204/SRP141132	coassembly_2	metaspades	41414.5248	1157107.3	2785.13	227570.09	230000.6	SRR7039255,SRR7039262	2	1081	25649000000.0	SRR7039239,SRR7039240,SRR7039241,SRR7039242,SRR7039243,SRR7039252,SRR7039253,SRR7039255,SRR7039256,SRR7039257,SRR7039258,SRR7039263,SRR7039262,SRR7039261
results/aviary/genus_3sample/20231204/SRP141132	coassembly_4	metaspades	61826.1906	2059627.04	3327.59	238776.06	243240.59	SRR7039256,SRR7039257,SRR7039263	3	704	36786000000.0	SRR7039239,SRR7039240,SRR7039241,SRR7039243,SRR7039252,SRR7039253,SRR7039255,SRR7039256,SRR7039257,SRR7039258,SRR7039263,SRR7039262,SRR7039261
results/aviary/genus_3sample/20231204/ERP013524	coassembly_0	metaspades	41549.1822	1505390.23	3614.89	324778.05	326113.38	ERR1193293,ERR1193294	2	522	27892000000.0	ERR1191818,ERR1193291,ERR1193292,ERR1193293,ERR1193294,ERR1193298
results/aviary/genus_3sample/20231204/SRP329715	coassembly_0	metaspades	33569.3673	1260996.73	3750.88	189138.13	191125.5	SRR15237804,SRR15237806	2	629	30969000000.0	SRR15237799,SRR15237800,SRR15237801,SRR15237802,SRR15237803,SRR15237804,SRR15237805,SRR15237806,SRR15237808,SRR15237809,SRR15237811,SRR15237812,SRR15237813,SRR15237814,SRR15237815,SRR15237816,SRR15237817
results/aviary/genus_3sample/20231204/SRP329715	coassembly_1	metaspades	43443.6368	1357186.84	3114.69	194573.87	196699.92	SRR15237799,SRR15237813	2	465	26415000000.0	SRR15237799,SRR15237800,SRR15237801,SRR15237802,SRR15237803,SRR15237804,SRR15237806,SRR15237807,SRR15237808,SRR15237809,SRR15237810,SRR15237811,SRR15237812,SRR15237813,SRR15237814,SRR15237815,SRR15237816,SRR15237817
results/aviary/genus_3sample/20231204/SRP257756	coassembly_0	metaspades	20799.8009	840583.49	4019.74	140702.65	142442.18	SRR11582139,SRR11582140	2	527	12625000000.0	SRR11582139,SRR11582140,SRR11582146,SRR11582148,SRR11582151,SRR11582152,SRR11582155,SRR11582157,SRR11582158,SRR11582161,SRR11582162,SRR11582163,SRR11582164,SRR11582174
results/aviary/genus_3sample/20231204/SRP287540	coassembly_0	metaspades	21919.5275	807083.6	3668.64	98345.32	102536.38	SRR12833141,SRR12833145	2	490	23573000000.0	SRR12833139,SRR12833141,SRR12833142,SRR12833143,SRR12833145,SRR12833146,SRR12833151,SRR12833153,SRR12833154,SRR12833155,SRR12833156,SRR12833160,SRR12833161,SRR12833162,SRR12833163,SRR12833169,SRR12833170,SRR12833174,SRR12833177,SRR12833178
results/aviary/genus_3sample/20231204/SRP287540	coassembly_1	metaspades	22164.4532	861229.07	3872.1	96475.0	99628.96	SRR12833151,SRR12833155	2	458	23721000000.0	SRR12833139,SRR12833141,SRR12833142,SRR12833143,SRR12833145,SRR12833146,SRR12833151,SRR12833153,SRR12833154,SRR12833155,SRR12833156,SRR12833160,SRR12833161,SRR12833162,SRR12833163,SRR12833170,SRR12833173,SRR12833174,SRR12833177,SRR12833178
results/aviary/genus_3sample/20231204/SRP345593	coassembly_0	metaspades	56222.7003	1825888.89	3241.22	309088.3	311484.38	SRR16916498,SRR16916509	2	505	31233000000.0	SRR16916498,SRR16916502,SRR16916505,SRR16916506,SRR16916507,SRR16916508,SRR16916509,SRR16916511
results/aviary/genus_3sample/20231204/ERP113451	coassembly_0	metaspades	48107.0947	1808649.52	3754.09	338188.32	341153.8	ERR3094294,ERR3094295	2	601	25865000000.0	ERR3094273,ERR3094274,ERR3094277,ERR3094278,ERR3094279,ERR3094280,ERR3094281,ERR3094288,ERR3094289,ERR3094290,ERR3094292,ERR3094293,ERR3094294,ERR3094295,ERR3094296,ERR3094297,ERR3094299,ERR3094300,ERR3094301,ERR3094302
results/aviary/genus_3sample/20231204/ERP113451	coassembly_1	metaspades	46024.297	1558333.06	3382.49	294668.45	297067.14	ERR3094287,ERR3094290	2	478	33487000000.0	ERR3094272,ERR3094273,ERR3094274,ERR3094275,ERR3094276,ERR3094278,ERR3094279,ERR3094282,ERR3094287,ERR3094288,ERR3094289,ERR3094290,ERR3094291,ERR3094293,ERR3094294,ERR3094297,ERR3094298,ERR3094299,ERR3094301,ERR3094302
results/aviary/genus_3sample/20231204/SRP314395	coassembly_0	metaspades	28315.1433	1087906.56	3831.24	83062.8	84136.38	SRR14209493,SRR14209496	2	516	27683000000.0	SRR14209493,SRR14209494,SRR14209495,SRR14209496
results/aviary/genus_3sample/20231204/SRP263991	coassembly_0	metaspades	38956.0742	1430827.42	3665.34	208922.08	212427.84	SRR11845624,SRR11845625	2	800	27996000000.0	SRR11845619,SRR11845620,SRR11845621,SRR11845622,SRR11845623,SRR11845624,SRR11845625,SRR11845626,SRR11845627,SRR11845628,SRR11845629,SRR11845630,SRR11845631,SRR11845632,SRR11845633,SRR11845634,SRR11845635,SRR11845636
results/aviary/genus_3sample/20231204/SRP263991	coassembly_1	metaspades	43410.7171	1839415.45	4227.99	205592.41	210271.73	SRR11845619,SRR11845633	2	658	31003999999.0	SRR11845619,SRR11845620,SRR11845621,SRR11845622,SRR11845623,SRR11845624,SRR11845625,SRR11845626,SRR11845627,SRR11845628,SRR11845629,SRR11845630,SRR11845631,SRR11845632,SRR11845633,SRR11845634,SRR11845635,SRR11845636
results/aviary/genus_3sample/20231204/SRP263991	coassembly_2	metaspades	25580.807	974513.01	3794.39	166406.25	168526.41	SRR11845627,SRR11845629	2	621	24091000000.0	SRR11845619,SRR11845620,SRR11845621,SRR11845622,SRR11845623,SRR11845624,SRR11845625,SRR11845626,SRR11845627,SRR11845628,SRR11845629,SRR11845630,SRR11845631,SRR11845632,SRR11845633,SRR11845634,SRR11845635,SRR11845636
results/aviary/genus_3sample/20231204/SRP263991	coassembly_3	metaspades	58370.2859	2171546.47	3717.47	323423.43	327612.83	SRR11845623,SRR11845624,SRR11845625	3	505	41818000000.0	SRR11845619,SRR11845620,SRR11845621,SRR11845622,SRR11845623,SRR11845624,SRR11845625,SRR11845626,SRR11845627,SRR11845628,SRR11845629,SRR11845630,SRR11845631,SRR11845632,SRR11845633,SRR11845634,SRR11845635,SRR11845636
results/aviary/genus_3sample/20231204/SRP263991	coassembly_4	metaspades	34710.7791	1315152.23	3775.84	287495.07	290113.46	SRR11845623,SRR11845636	2	488	27905000000.0	SRR11845619,SRR11845620,SRR11845621,SRR11845622,SRR11845623,SRR11845624,SRR11845625,SRR11845626,SRR11845627,SRR11845628,SRR11845629,SRR11845630,SRR11845631,SRR11845632,SRR11845633,SRR11845634,SRR11845635,SRR11845636
results/aviary/genus_3sample/20231204/SRP185410	coassembly_0	metaspades	50391.5727	1883649.17	3734.98	327961.88	332788.83	SRR8556602,SRR8557364	2	644	25194000000.0	SRR8556254,SRR8556257,SRR8556427,SRR8556428,SRR8556479,SRR8556600,SRR8556601,SRR8556602,SRR8556609,SRR8556703,SRR8556769,SRR8556771,SRR8557033,SRR8557214,SRR8557363,SRR8557364,SRR8557365,SRR8557366,SRR8557488,SRR9023183
results/aviary/genus_3sample/20231204/SRP185410	coassembly_1	megahit	34765.3489	1472153.47	4214.34	26484.39	34404.98	SRR8556254,SRR8556427	2	564	25126000000.0	SRR8556254,SRR8556257,SRR8556427,SRR8556428,SRR8556479,SRR8556600,SRR8556601,SRR8556602,SRR8556606,SRR8556609,SRR8556701,SRR8556703,SRR8556769,SRR8556771,SRR8557033,SRR8557363,SRR8557364,SRR8557365,SRR8557366,SRR8557488
results/aviary/genus_3sample/20231204/SRP199465	coassembly_0	metaspades	45256.3949	1685800.44	3718.29	205434.17	207018.38	SRR9122728,SRR9335148	2	679	49758000000.0	SRR9122728,SRR9129758,SRR9130027,SRR9130028,SRR9130099,SRR9130108,SRR9130365,SRR9335148
results/aviary/genus_3sample/20231204/SRP041649	coassembly_0	metaspades	35805.4894	1360342.83	3788.05	154180.78	154548.79	SRR1297186,SRR1297203	2	764	40415000000.0	SRR1297185,SRR1297186,SRR1297203,SRR1297204
results/aviary/genus_3sample/20231204/SRP253650	coassembly_0	metaspades	37288.4916	1295737.56	3464.95	256485.16	256924.87	SRR11455656,SRR11455659	2	603	27237000000.0	SRR11455650,SRR11455651,SRR11455652,SRR11455653,SRR11455654,SRR11455655,SRR11455656,SRR11455657,SRR11455658,SRR11455659,SRR11455660
results/aviary/genus_3sample/20231204/SRP253650	coassembly_1	metaspades	21168.4473	704009.48	3309.68	181330.43	181740.74	SRR11455655,SRR11455660	2	453	15867000000.0	SRR11455650,SRR11455651,SRR11455652,SRR11455653,SRR11455654,SRR11455655,SRR11455656,SRR11455657,SRR11455658,SRR11455659,SRR11455660
results/aviary/genus_3sample/20231204/SRP128890	coassembly_0	metaspades	47301.9535	2168025.48	4577.57	184686.49	186342.36	SRR6462991,SRR6462993	2	455	19689000000.0	SRR6462984,SRR6462985,SRR6462987,SRR6462988,SRR6462989,SRR6462990,SRR6462991,SRR6462992,SRR6462993,SRR6462994,SRR6462995,SRR6462996,SRR6462997,SRR6462998,SRR6462999
results/aviary/genus_3sample/20231204/SRP068000	coassembly_0	metaspades	40010.5615	1468285.46	3660.03	295848.0	298276.0	SRR3089646,SRR3095939	2	590	36184000000.0	SRR3081468,SRR3081485,SRR3085416,SRR3085435,SRR3085585,SRR3089646,SRR3089647,SRR3089688,SRR3089693,SRR3089827,SRR3091719,SRR3091743,SRR3095933,SRR3095939
results/aviary/genus_3sample/20231204/SRP068000	coassembly_1	metaspades	41661.0483	1578554.8	3783.53	294817.46	299576.48	SRR3085416,SRR3085585	2	468	33185000000.0	SRR3081468,SRR3081485,SRR3085416,SRR3085435,SRR3085585,SRR3089646,SRR3089647,SRR3089688,SRR3089693,SRR3089827,SRR3091719,SRR3091743,SRR3095933,SRR3095939
results/aviary/genus_3sample/20231204/SRP296810	coassembly_0	metaspades	32412.282	1267454.74	3902.18	183376.09	185816.85	SRR13208889,SRR13208906	2	528	23993000000.0	SRR13208889,SRR13208890,SRR13208891,SRR13208893,SRR13208895,SRR13208896,SRR13208898,SRR13208899,SRR13208900,SRR13208901,SRR13208902,SRR13208903,SRR13208904,SRR13208905,SRR13208906,SRR13208907,SRR13208908,SRR13208909,SRR13208910
results/aviary/genus_3sample/20231204/SRP178908	coassembly_0	metaspades	37373.4672	1117419.48	2987.67	192837.7	194726.68	SRR8438314,SRR8863434	2	500	25583000000.0	SRR8438314,SRR8863431,SRR8863434,SRR8863435,SRR8863436,SRR8863439
results/aviary/genus_3sample/20240111/DRP004690	coassembly_0	metaspades	15386.7723	495148.14	3200.45	116412.89	116752.48	DRR163692,DRR163693	2	403	13430000000.0	DRR163685,DRR163686,DRR163687,DRR163688,DRR163689,DRR163690,DRR163691,DRR163692,DRR163693
results/aviary/genus_3sample/20240111/ERP127260	coassembly_0	metaspades	8840.7864	308980.59	3464.48	75689.04	91872.65	ERR5414699,ERR5414701	2	356	7491000000.0	ERR5414649,ERR5414699,ERR5414700,ERR5414701,ERR5988144
results/aviary/genus_3sample/20240111/SRP193066	coassembly_0	metaspades	31612.4053	682259.2	2151.25	172184.05	174007.31	SRR8931239,SRR8931241	2	364	24099000000.0	SRR8931189,SRR8931190,SRR8931192,SRR8931193,SRR8931195,SRR8931196,SRR8931208,SRR8931210,SRR8931211,SRR8931212,SRR8931222,SRR8931227,SRR8931235,SRR8931236,SRR8931237,SRR8931238,SRR8931239,SRR8931240,SRR8931241,SRR8931242
results/aviary/genus_3sample/20240111/SRP193066	coassembly_1	metaspades	33504.1527	755825.64	2249.1	227458.59	233992.12	SRR8931233,SRR8931234	2	315	16722000000.0	SRR8931189,SRR8931192,SRR8931199,SRR8931200,SRR8931201,SRR8931202,SRR8931203,SRR8931210,SRR8931213,SRR8931214,SRR8931221,SRR8931222,SRR8931229,SRR8931230,SRR8931231,SRR8931232,SRR8931233,SRR8931234,SRR8931243,SRR8931244
results/aviary/genus_3sample/20240111/SRP319275	coassembly_0	metaspades	23420.6561	766785.26	3269.13	90354.64	98344.4	SRR14492188,SRR14492199	2	355	16882000000.0	SRR14492168,SRR14492170,SRR14492171,SRR14492172,SRR14492173,SRR14492174,SRR14492177,SRR14492188,SRR14492199,SRR14492200
results/aviary/genus_3sample/20240111/SRP319275	coassembly_1	metaspades	29825.8964	1231892.08	4122.35	215178.08	217364.18	SRR14492172,SRR14492173	2	340	16882000000.0	SRR14492170,SRR14492171,SRR14492172,SRR14492173,SRR14492174,SRR14492177,SRR14492188,SRR14492197
results/aviary/genus_3sample/20240111/SRP182702	coassembly_0	megahit	68761.6613	3272107.23	4748.84	51964.76	59257.7	SRR8497110,SRR8497111	2	307	40648000000.0	SRR8497102,SRR8497103,SRR8497104,SRR8497105,SRR8497106,SRR8497107,SRR8497108,SRR8497109,SRR8497110,SRR8497111,SRR8497112
results/aviary/genus_3sample/20240111/SRP126598	coassembly_0	metaspades	60288.3899	1814576.29	3003.48	307915.84	310280.23	SRR6370753,SRR6370757	2	320	21846000000.0	SRR6370749,SRR6370750,SRR6370751,SRR6370752,SRR6370753,SRR6370754,SRR6370755,SRR6370756,SRR6370757
results/aviary/genus_3sample/20240111/ERP121700	coassembly_0	metaspades	86470.8541	2673324.44	3087.39	501653.56	502437.98	ERR4352675,ERR4352676	2	306	28833000000.0	ERR4352467,ERR4352468,ERR4352576,ERR4352577,ERR4352578,ERR4352579,ERR4352580,ERR4352581,ERR4352582,ERR4352583,ERR4352584,ERR4352585,ERR4352673,ERR4352674,ERR4352675,ERR4352676,ERR4352677,ERR4352678,ERR4352679,ERR4352680
results/aviary/genus_3sample/20240111/ERP110561	coassembly_0	metaspades	53681.2315	924019.23	1719.13	100635.54	101041.77	ERR3265217,ERR3265218	2	389	18891000000.0	ERR3265217,ERR3265218
results/aviary/genus_3sample/20240111/ERP119294	coassembly_0	metaspades	70739.2947	2345430.99	3310.82	395986.04	406803.06	ERR4334734,ERR4334736	2	346	37547000000.0	ERR3804373,ERR3804374,ERR3804375,ERR3804376,ERR3804377,ERR3804378,ERR4334725,ERR4334726,ERR4334727,ERR4334728,ERR4334729,ERR4334730,ERR4334731,ERR4334732,ERR4334733,ERR4334734,ERR4334735,ERR4334736
results/aviary/genus_3sample/20240111/ERP119294	coassembly_1	metaspades	59299.0347	2019245.25	3401.5	367324.5	369631.07	ERR3804377,ERR3804378	2	327	40375000000.0	ERR3804373,ERR3804374,ERR3804375,ERR3804376,ERR3804377,ERR3804378,ERR4334725,ERR4334726,ERR4334727,ERR4334728,ERR4334729,ERR4334730,ERR4334731,ERR4334732,ERR4334733,ERR4334734,ERR4334735,ERR4334736
results/aviary/genus_3sample/20240111/SRP107338	coassembly_0	metaspades	38817.7969	1367305.64	3511.1	185941.36	188638.05	SRR5576004,SRR5576005	2	304	41364000000.0	SRR5576001,SRR5576002,SRR5576003,SRR5576004,SRR5576005
results/aviary/genus_3sample/20240111/SRP304446	coassembly_0	metaspades	18108.7805	674377.11	3713.05	95158.18	96679.83	SRR13617028,SRR13617032	2	311	25506999999.0	SRR13617028,SRR13617029,SRR13617030,SRR13617031,SRR13617032,SRR13617033,SRR13617034,SRR13617035,SRR13617036,SRR13617037,SRR13617038,SRR13617039,SRR13617040,SRR13617041,SRR13617042,SRR13617043,SRR13617044,SRR13617045,SRR13617046,SRR13617047
results/aviary/genus_3sample/20240111/SRP214966	coassembly_0	metaspades	39027.6809	1424597.14	3642.93	182229.28	184654.73	SRR9705674,SRR9707989	2	314	35222000000.0	SRR9694931,SRR9700529,SRR9700624,SRR9700625,SRR9700687,SRR9700688,SRR9705674,SRR9705733,SRR9705735,SRR9705745,SRR9706179,SRR9707467,SRR9707468,SRR9707989,SRR9709000,SRR9710038,SRR9710522,SRR9710542,SRR9710561,SRR9710702
results/aviary/genus_3sample/20240111/SRP222552	coassembly_0	metaspades	39874.581	1296580.59	3245.0	234540.86	237220.74	SRR10148553,SRR10148554	2	434	24778000000.0	SRR10148552,SRR10148553,SRR10148554
results/aviary/genus_3sample/20240111/SRP304980	coassembly_0	metaspades	98991.8792	4404637.54	4446.84	348608.67	351993.83	SRR13646121,SRR13646123	2	376	27624000000.0	SRR13646113,SRR13646114,SRR13646115,SRR13646116,SRR13646118,SRR13646119,SRR13646120,SRR13646121,SRR13646122,SRR13646123,SRR13646124,SRR13646125,SRR13646126,SRR13646127,SRR13646128,SRR13646129,SRR13646130,SRR13646131,SRR13646132
results/aviary/genus_3sample/20240111/SRP304980	coassembly_1	metaspades	88217.8096	4016222.63	4549.37	274796.35	277054.17	SRR13646124,SRR13646125	2	357	26549000000.0	SRR13646113,SRR13646114,SRR13646115,SRR13646116,SRR13646117,SRR13646118,SRR13646119,SRR13646120,SRR13646121,SRR13646122,SRR13646123,SRR13646124,SRR13646125,SRR13646126,SRR13646127,SRR13646128,SRR13646129,SRR13646130,SRR13646131,SRR13646132
results/aviary/genus_3sample/20240111/SRP178699	coassembly_0	metaspades	27938.9143	1058029.1	3779.91	175582.42	176746.73	SRR8437277,SRR8437278	2	357	22790999999.0	SRR8437217,SRR8437218,SRR8437243,SRR8437244,SRR8437245,SRR8437246,SRR8437247,SRR8437272,SRR8437273,SRR8437274,SRR8437275,SRR8437277,SRR8437278,SRR8437279,SRR8437287
results/aviary/genus_3sample/20240111/SRP292972	coassembly_0	metaspades	53373.6913	2483119.86	4648.13	243665.78	247043.02	SRR13076500,SRR13076506	2	376	24044000000.0	SRR13076500,SRR13076506,SRR13076512,SRR13076513,SRR13076514,SRR13076517,SRR13076518,SRR13076528,SRR13076545,SRR13076547,SRR13076550,SRR13076556,SRR13076561,SRR13076563,SRR13076564,SRR13076587,SRR13076588,SRR13076592,SRR13076593,SRR14271360
results/aviary/genus_3sample/20240111/SRP292972	coassembly_1	metaspades	9439.1677	395971.42	4152.6	77031.19	85936.38	SRR14271332,SRR14271336	2	352	8416999999.0	SRR13076504,SRR13076505,SRR13076512,SRR13076514,SRR13076538,SRR13076554,SRR13076587,SRR13076588,SRR14271331,SRR14271332,SRR14271333,SRR14271334,SRR14271335,SRR14271336,SRR14271339,SRR14271353,SRR14271354,SRR14271359,SRR14271360,SRR14271361
results/aviary/genus_3sample/20240111/SRP142039	coassembly_0	metaspades	41394.7865	1574182.12	3794.74	320395.21	323561.87	SRR7053532,SRR7053533	2	330	35174000000.0	SRR7053307,SRR7053308,SRR7053309,SRR7053310,SRR7053315,SRR7053316,SRR7053317,SRR7053514,SRR7053525,SRR7053532,SRR7053533,SRR7053535,SRR7053536,SRR7053537,SRR7053538,SRR7053539,SRR7053541,SRR7053542,SRR7053571,SRR7053572
results/aviary/genus_3sample/20240111/ERP116193	coassembly_0	metaspades	40493.4572	1624619.93	4004.63	179268.86	181134.29	ERR3420974,ERR3428543	2	323	29332000000.0	ERR3420974,ERR3428542,ERR3428543,ERR3428544,ERR3428545,ERR3428546,ERR3428547,ERR3428548,ERR3428549
results/aviary/genus_3sample/20240111/ERP116193	coassembly_1	metaspades	32781.1143	1364574.58	4156.03	172613.12	175452.63	ERR3428546,ERR3428547	2	319	25285000000.0	ERR3420974,ERR3428542,ERR3428543,ERR3428544,ERR3428545,ERR3428546,ERR3428547,ERR3428548,ERR3428549
results/aviary/genus_3sample/20240111/SRP291761	coassembly_0	metaspades	57033.0433	1704767.57	2984.79	328642.0	330780.1	SRR12899023,SRR12899024	2	372	49890000000.0	SRR12899019,SRR12899020,SRR12899021,SRR12899022,SRR12899023,SRR12899024
results/aviary/genus_3sample/20240111/SRP350583	coassembly_0	metaspades	31290.283	1159859.37	3695.7	154831.62	157861.99	SRR17221324,SRR17221345	2	398	45406000000.0	SRR17221322,SRR17221324,SRR17221325,SRR17221326,SRR17221327,SRR17221328,SRR17221329,SRR17221330,SRR17221332,SRR17221334,SRR17221335,SRR17221336,SRR17221341,SRR17221345
results/aviary/genus_3sample/20240111/SRP350583	coassembly_1	metaspades	35926.6009	1441617.76	4003.67	148668.16	150886.93	SRR17221322,SRR17221326	2	339	41086000000.0	SRR17221322,SRR17221324,SRR17221325,SRR17221326,SRR17221327,SRR17221328,SRR17221329,SRR17221330,SRR17221332,SRR17221334,SRR17221335,SRR17221336,SRR17221341,SRR17221345
results/aviary/genus_3sample/20240111/SRP278252	coassembly_0	metaspades	72215.8332	2394506.31	3310.67	322026.45	324136.88	SRR12487002,SRR12487024	2	339	38488000000.0	SRR12486991,SRR12486992,SRR12486994,SRR12486998,SRR12487000,SRR12487002,SRR12487016,SRR12487020,SRR12487021,SRR12487023,SRR12487024,SRR12487025,SRR12487027,SRR12487028,SRR12487029,SRR12487030,SRR12487032,SRR12487035,SRR12487044,SRR12487047
results/aviary/genus_3sample/20240111/ERP124720	coassembly_0	metaspades	22580.6936	736948.68	3256.57	91407.59	93884.38	ERR4863014,ERR4863017	2	316	16932000000.0	ERR4863012,ERR4863013,ERR4863014,ERR4863015,ERR4863016,ERR4863017,ERR4863018,ERR4863019,ERR4863020,ERR4863021,ERR4863022,ERR4863023,ERR4863024,ERR4863025,ERR4863026,ERR4863027,ERR4863028,ERR4863029,ERR4863030,ERR4863032
results/aviary/genus_3sample/20240111/SRP286056	coassembly_0	metaspades	44708.0764	1534046.9	3422.54	190020.54	191292.75	SRR12762274,SRR12762275	2	317	27661000000.0	SRR12762274,SRR12762275,SRR12762276,SRR12762278,SRR12762281,SRR12762283,SRR12762285,SRR12762286,SRR12762287,SRR12762291,SRR12762293,SRR12762294,SRR12762295,SRR12762296,SRR12762297,SRR12762304,SRR12762311,SRR12762315,SRR12762321,SRR12762323
results/aviary/genus_3sample/20240111/SRP278969	coassembly_0	metaspades	83237.493	2174189.43	2608.31	257326.18	258153.75	SRR12529039,SRR12529053	2	362	45416000000.0	SRR12529033,SRR12529034,SRR12529035,SRR12529036,SRR12529037,SRR12529038,SRR12529039,SRR12529041,SRR12529043,SRR12529044,SRR12529045,SRR12529046,SRR12529050,SRR12529052,SRR12529053,SRR12529066,SRR12529379,SRR12529381,SRR12529388,SRR12529394
results/aviary/genus_3sample/20240111/SRP278969	coassembly_1	metaspades	54525.5735	1057378.57	1934.88	228587.4	229100.78	SRR12529037,SRR12529044	2	349	41096000000.0	SRR12529031,SRR12529034,SRR12529036,SRR12529037,SRR12529038,SRR12529039,SRR12529041,SRR12529043,SRR12529044,SRR12529045,SRR12529046,SRR12529050,SRR12529052,SRR12529053,SRR12529057,SRR12529064,SRR12529379,SRR12529381,SRR12529385,SRR12529392
results/aviary/genus_3sample/20240111/SRP313737	coassembly_0	metaspades	24689.8664	967817.74	3909.57	96914.4	98219.71	SRR14160763,SRR14160765	2	357	26466000000.0	SRR14160744,SRR14160745,SRR14160747,SRR14160748,SRR14160762,SRR14160763,SRR14160765,SRR14160767,SRR14160770
results/aviary/genus_3sample/20240111/SRP187249	coassembly_0	megahit	2.8802	22.23	4.22	190.83	315.28	SRR8652711,SRR8652715	2	491	34978000000.0	SRR8652706,SRR8652707,SRR8652708,SRR8652709,SRR8652710,SRR8652711,SRR8652712,SRR8652713,SRR8652714,SRR8652715
results/aviary/genus_3sample/20240111/SRP193358	coassembly_0	metaspades	61928.3181	2039660.98	3286.81	320221.72	323215.46	SRR8942237,SRR8942244	2	314	47309000000.0	SRR8942237,SRR8942238,SRR8942239,SRR8942240,SRR8942241,SRR8942242,SRR8942243,SRR8942244,SRR8942245,SRR8942246,SRR8942254,SRR8942257,SRR8942258,SRR8942263,SRR8942264,SRR8942266,SRR8942307,SRR8942308,SRR8942309,SRR8942312
results/aviary/genus_3sample/20240111/SRP262948	coassembly_0	metaspades	31609.7999	1190691.26	3753.54	154869.24	157611.8	SRR11830853,SRR11830854	2	311	32162999999.0	SRR11830843,SRR11830844,SRR11830845,SRR11830846,SRR11830847,SRR11830849,SRR11830850,SRR11830851,SRR11830852,SRR11830853,SRR11830854,SRR11830859,SRR11830861,SRR11830868,SRR11830869,SRR11830871,SRR11830873,SRR11830874,SRR11830877,SRR11830878
results/aviary/genus_3sample/20240111/SRP114822	coassembly_0	megahit	19659.86	910836.25	4568.0	14867.59	21698.02	SRR7595258,SRR8816627	2	441	23218000000.0	SRR7595157,SRR7595212,SRR7595224,SRR7595230,SRR7595258,SRR7595265,SRR7595270,SRR7595336,SRR7595384,SRR8816627,SRR8816643,SRR8816647,SRR8816679,SRR8816696,SRR8816743,SRR8816750,SRR8816752,SRR8816756,SRR8816783,SRR8816785
results/aviary/genus_3sample/20240111/SRP114822	coassembly_1	metaspades	69901.3174	2590090.74	3701.97	404252.41	405708.75	SRR8814430,SRR8814878	2	363	49106000000.0	SRR7597712,SRR8814425,SRR8814430,SRR8814506,SRR8814628,SRR8814843,SRR8814844,SRR8814852,SRR8814878,SRR8815004
results/aviary/genus_3sample/20240111/ERP125879	coassembly_0	metaspades	36547.718	1434328.67	3916.74	197881.44	199021.39	ERR5004577,ERR5005190	2	367	36756000000.0	ERR5003787,ERR5003790,ERR5003800,ERR5004574,ERR5004577,ERR5004587,ERR5004607,ERR5005176,ERR5005185,ERR5005187,ERR5005190,ERR5005192,ERR5005200,ERR5005201,ERR5005215,ERR5005217,ERR5005220,ERR5005225,ERR5005228,ERR5005262
results/aviary/genus_3sample/20240111/SRP155585	coassembly_0	metaspades	72471.4685	2319348.42	3196.93	367453.19	369226.05	SRR7614707,SRR7614711	2	328	37643000000.0	SRR7614695,SRR7614706,SRR7614707,SRR7614708,SRR7614709,SRR7614710,SRR7614711,SRR7614712,SRR7614714,SRR7614715
results/aviary/genus_3sample/20240111/SRP155585	coassembly_1	metaspades	69929.3093	2219077.96	3169.35	352353.38	357119.32	SRR7614706,SRR7614708	2	326	34662000000.0	SRR7614695,SRR7614706,SRR7614707,SRR7614708,SRR7614709,SRR7614711,SRR7614712,SRR7614714,SRR7614715
results/aviary/genus_3sample/20240111/SRP186780	coassembly_0	megahit	12362.0707	609320.51	4836.65	7750.99	11540.62	SRR8618777,SRR8618778	2	355	11418000000.0	SRR8618777,SRR8618778
results/aviary/genus_3sample/20240111/ERP003628	coassembly_0	metaspades	36826.2523	721179.64	1953.91	206076.6	207767.21	ERR868368,ERR868484	2	348	33667000000.0	ERR1726554,ERR1726730,ERR1726933,ERR4691836,ERR4691842,ERR4691846,ERR868346,ERR868368,ERR868383,ERR868397,ERR868409,ERR868414,ERR868420,ERR868428,ERR868441,ERR868454,ERR868484,ERR868487,ERR868498,ERR868503
results/aviary/genus_3sample/20240111/SRP293105	coassembly_0	megahit	17202.9301	402634.07	2295.58	16011.36	17050.39	SRR13081175,SRR13081176	2	382	46441000000.0	SRR13081174,SRR13081175,SRR13081176,SRR13081177,SRR13081178,SRR13081184,SRR13081185
results/aviary/genus_3sample/20240111/SRP293105	coassembly_1	megahit	8524.7635	188309.51	2124.36	17626.35	17712.36	SRR13081177,SRR13081185	2	376	48060000000.0	SRR13081174,SRR13081175,SRR13081176,SRR13081177,SRR13081178,SRR13081184,SRR13081185
results/aviary/genus_3sample/20240111/SRP239054	coassembly_0	metaspades	17949.1533	721235.21	3996.92	102438.13	105795.86	SRR10807626,SRR10807893	2	365	26306000000.0	SRR10803493,SRR10807626,SRR10807893,SRR10810250
results/aviary/genus_3sample/20240111/SRP335695	coassembly_0	metaspades	13055.961	562804.95	4287.05	72479.92	82988.4	SRR15721657,SRR15721659	2	415	12784000000.0	SRR15721655,SRR15721656,SRR15721657,SRR15721659
results/aviary/genus_3sample/20240111/SRP249901	coassembly_0	metaspades	55479.4016	1975982.92	3555.78	338603.16	340043.13	SRR11106616,SRR11106617	2	313	30529000000.0	SRR11106616,SRR11106617,SRR11106618,SRR11106621
